champ_name,apc_route,apc_direction,stop_sequence,stop_location,match_location,segment_number,start_or_end,updated_segment_number
MUN8BXI,8BX,INBOUND,5,Cayuga/Geneva,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,6,Mission/Geneva,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,8,Madrid/Geneva,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,9,Naples/Geneva,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,10,Munich/Geneva,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,15,Santos/Geneva,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,16,Santos/Velasco,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,17,Santos/Brookdale,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,19,Hahn/Sunnydale,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,20,Sawyer/Visitacion,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,21,Visitacion/Britton,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,23,Visitacion/Cora,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,24,Visitacion/Rutland,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,25,Visitacion/Bayshore,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,26,6th/Bryant,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,27,Bryant/I-80 E On-ramp/5th,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,28,Bryant/I-80 E Off-ramp/4th,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,29,3rd/Perry,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,30,3rd/Folsom,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,31,3rd/Howard,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,32,3rd/Kearny/Market,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,33,Geary/Kearny,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,34,Kearny/Sutter,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,35,Kearny/Bush,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,36,California/Kearny,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,37,Kearny/Sacramento,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,38,Kearny/Clay,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,39,Kearny/Pacific,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,40,Columbus/Broadway,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,41,Stockton/Columbus/Green,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,42,Columbus/Union,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,43,Powell/Lombard,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,44,Powell/Francisco,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,45,Powell/Bay,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,46,Midway/Bay,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,47,North Point/The Embarcadero/Kearny,Kearny & North Point,1,End,1
MUN8BXO,8BX,OUTBOUND,0,North Point/The Embarcadero/Kearny,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,1,North Point/Stockton,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,2,North Point/Powell,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,3,Powell/Francisco,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,4,Powell/Lombard,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,5,Powell/Filbert,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,6,Columbus/Union,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,7,Stockton/Columbus/Green,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,8,Stockton/Pacific,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,9,Washington/Stockton,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,10,Stockton Tunnel/Stockton/Sacramento,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,11,Stockton Tunnel/Stockton/Sutter,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,12,Geary/Stockton,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,13,O Farrell/Stockton,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,14,Stockton/4th/Market/Ellis,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,15,Mission/4th,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,16,4th/Howard,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,17,Folsom/4th,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,18,I-80 W On-ramp/Harrison/4th,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,19,5th/Harrison/I-80 W Off-ramp,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,20,6th/Harrison,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,21,Arleta/San Bruno/Bayshore,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,22,Leland/Bayshore,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,24,Visitacion/Rutland,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,25,Visitacion/Schwerin,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,26,Visitacion/Britton,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,28,Visitacion/Hahn,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,29,Hahn/Sunnydale,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,30,Santos/Sunnydale,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,31,Santos/Brookdale,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,32,Santos/Velasco,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,38,Prague/Geneva,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,39,Geneva/South Hill/Moscow,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,40,Naples/Geneva,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,41,Madrid/Geneva,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,42,Geneva/Paris,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,43,Mission/Geneva,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,44,Cayuga/Geneva,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,45,Delano/Geneva,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,46,San Jose/Geneva,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,47,Geneva/Howth,NA,NA,NA,Missing
MUN8BXO,8BX,OUTBOUND,48,Ocean/Lee,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,0,Ocean/Lee,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,1,Phelan/Ocean/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,2,Geneva/Howth,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,3,San Jose/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,4,Delano/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,5,Cayuga/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,6,Mission/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,7,Geneva/Paris,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,8,Madrid/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,9,Naples/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,10,Munich/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,15,Santos/Geneva,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,16,Santos/Velasco,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,17,Santos/Brookdale,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,18,Santos/Sunnydale,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,19,Hahn/Sunnydale,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,20,Sawyer/Visitacion,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,21,Visitacion/Britton,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,23,Visitacion/Cora,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,24,Visitacion/Rutland,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,25,Visitacion/Bayshore,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,26,Leland/Bayshore,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,27,Arleta/San Bruno/Bayshore,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,30,San Bruno/Wilde,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,31,San Bruno,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,32,San Bruno/Mansell,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,33,Paul/San Bruno,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,34,San Bruno/Wayland,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,35,Bacon/San Bruno,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,36,San Bruno/Thornton,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,37,San Bruno/Silver,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,38,6th/Bryant,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,39,Bryant/I-80 E On-ramp/5th,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,40,Bryant/I-80 E Off-ramp/4th,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,41,3rd/Perry,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,42,3rd/Folsom,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,43,3rd/Howard,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,44,3rd/Kearny/Market,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,45,Geary/Kearny,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,46,Kearny/Sutter,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,47,Kearny/Bush,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,48,California/Kearny,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,49,Kearny/Sacramento,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,50,Kearny/Clay,NA,NA,NA,Missing
MUN8XI,8AX,INBOUND,51,Kearny/Pacific,Kearny & Pacific,1,End,1
MUN8XI,8AX,INBOUND,52,Columbus/Broadway,NA,NA,NA,1
MUN8XI,8AX,INBOUND,53,Stockton/Columbus/Green,NA,NA,NA,1
MUN8XI,8AX,INBOUND,54,Columbus/Union,NA,NA,NA,1
MUN8XI,8AX,INBOUND,55,Powell/Lombard,NA,NA,NA,1
MUN8XI,8AX,INBOUND,56,Powell/Francisco,NA,NA,NA,1
MUN8XI,8AX,INBOUND,57,Powell/Bay,NA,NA,NA,1
MUN8XI,8AX,INBOUND,58,Midway/Bay,NA,NA,NA,1
MUN8XI,8AX,INBOUND,59,North Point/The Embarcadero/Kearny,NA,NA,NA,1
MUN8XO,8AX,OUTBOUND,0,North Point/The Embarcadero/Kearny,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,1,North Point/Stockton,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,2,North Point/Powell,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,3,Powell/Francisco,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,4,Powell/Lombard,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,5,Powell/Filbert,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,6,Columbus/Union,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,7,Stockton/Columbus/Green,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,8,Stockton/Pacific,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,9,Washington/Stockton,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,10,Stockton Tunnel/Stockton/Sacramento,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,11,Stockton Tunnel/Stockton/Sutter,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,12,Geary/Stockton,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,13,O Farrell/Stockton,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,14,Stockton/4th/Market/Ellis,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,15,Mission/4th,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,16,4th/Howard,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,17,Folsom/4th,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,18,I-80 W On-ramp/Harrison/4th,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,19,5th/Harrison/I-80 W Off-ramp,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,20,6th/Harrison,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,21,Felton/San Bruno,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,22,Bacon/San Bruno,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,23,San Bruno/Woolsey,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,24,San Bruno/Dwight,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,25,San Bruno/Mansell,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,26,San Bruno,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,27,San Bruno/Wilde,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,30,Arleta/San Bruno/Bayshore,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,31,Leland/Bayshore,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,32,Visitacion/Bayshore,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,33,Visitacion/Rutland,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,34,Visitacion/Schwerin,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,35,Visitacion/Britton,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,37,Visitacion/Hahn,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,38,Hahn/Sunnydale,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,39,Santos/Sunnydale,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,40,Santos/Brookdale,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,41,Santos/Velasco,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,47,Prague/Geneva,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,48,Geneva/South Hill/Moscow,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,49,Naples/Geneva,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,50,Madrid/Geneva,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,51,Geneva/Paris,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,52,Mission/Geneva,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,53,Cayuga/Geneva,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,54,Delano/Geneva,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,55,San Jose/Geneva,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,56,Geneva/Howth,NA,NA,NA,Missing
MUN8XO,8AX,OUTBOUND,57,Ocean/Lee,NA,NA,NA,Missing
MUN90I,90,INBOUND,0,Arleta/San Bruno/Bayshore,NA,NA,NA,Missing
MUN90I,90,INBOUND,11,Silver/Bayshore,NA,NA,NA,Missing
MUN90I,90,INBOUND,12,Boutwell/Augusta/Bayshore,NA,NA,NA,Missing
MUN90I,90,INBOUND,13,Marengo/Bayshore,NA,NA,NA,Missing
MUN90I,90,INBOUND,14,Cortland/Bayshore,NA,NA,NA,Missing
MUN90I,90,INBOUND,15,Oakdale/Bayshore,NA,NA,NA,Missing
MUN90I,90,INBOUND,16,Jerrold/Bayshore Blvd Off-ramp/Hwy 101 N Off-ramp/Hwy 101 N On-ramp/Bayshore,NA,NA,NA,Missing
MUN90I,90,INBOUND,17,Potrero/25th,NA,NA,NA,Missing
MUN90I,90,INBOUND,18,24th/Potrero,NA,NA,NA,Missing
MUN90I,90,INBOUND,19,23rd/Potrero,NA,NA,NA,Missing
MUN90I,90,INBOUND,20,22nd/Potrero,NA,NA,NA,Missing
MUN90I,90,INBOUND,21,20th/Potrero,NA,NA,NA,Missing
MUN90I,90,INBOUND,22,Potrero/18th,NA,NA,NA,Missing
MUN90I,90,INBOUND,24,Potrero/16th,NA,NA,NA,Missing
MUN90I,90,INBOUND,25,Alameda/Potrero,NA,NA,NA,Missing
MUN90I,90,INBOUND,26,Bryant/11th/Division/13th,NA,NA,NA,Missing
MUN90I,90,INBOUND,27,11th/Harrison,NA,NA,NA,Missing
MUN90I,90,INBOUND,28,Folsom/11th,NA,NA,NA,Missing
MUN90I,90,INBOUND,29,11th/Howard,NA,NA,NA,Missing
MUN90I,90,INBOUND,30,Mission/11th,NA,NA,NA,Missing
MUN90I,90,INBOUND,33,Van Ness/Grove,NA,NA,NA,Missing
MUN90I,90,INBOUND,35,Turk/Van Ness,NA,NA,NA,Missing
MUN90I,90,INBOUND,36,Van Ness/Eddy,NA,NA,NA,Missing
MUN90I,90,INBOUND,37,Van Ness/O Farrell,NA,NA,NA,Missing
MUN90I,90,INBOUND,38,Van Ness/Post,Van Ness & Polk,1,Start,1
MUN90I,90,INBOUND,39,Van Ness/Sutter,NA,NA,NA,1
MUN90I,90,INBOUND,40,Van Ness/California,NA,NA,NA,1
MUN90I,90,INBOUND,41,Van Ness/Clay,NA,NA,NA,1
MUN90I,90,INBOUND,42,Van Ness/Jackson,NA,NA,NA,1
MUN90I,90,INBOUND,43,Van Ness/Broadway,NA,NA,NA,1
MUN90I,90,INBOUND,44,Van Ness/Union,NA,NA,NA,1
MUN90I,90,INBOUND,45,Greenwich/Van Ness,NA,NA,NA,1
MUN90I,90,INBOUND,46,Van Ness/Chestnut,NA,NA,NA,1
MUN90I,90,INBOUND,47,Van Ness/Bay,NA,NA,NA,1
MUN90I,90,INBOUND,48,North Point/Van Ness,NA,NA,NA,1
MUN90O,90,OUTBOUND,0,North Point/Van Ness,NA,NA,NA,Missing
MUN90O,90,OUTBOUND,3,Van Ness/Union,NA,NA,NA,Missing
MUN90O,90,OUTBOUND,4,Vallejo/Van Ness,NA,NA,NA,Missing
MUN90O,90,OUTBOUND,5,Van Ness/Pacific,NA,NA,NA,Missing
MUN90O,90,OUTBOUND,6,Van Ness/Jackson,NA,NA,NA,Missing
MUN90O,90,OUTBOUND,7,Van Ness/Sacramento,NA,NA,NA,Missing
MUN90O,90,OUTBOUND,8,Van Ness/Pine,Van Ness & Polk,1,Start,1
MUN90O,90,OUTBOUND,9,Van Ness/Sutter,NA,NA,NA,1
MUN90O,90,OUTBOUND,10,Geary/Van Ness,NA,NA,NA,1
MUN90O,90,OUTBOUND,11,Van Ness/O Farrell,NA,NA,NA,1
MUN90O,90,OUTBOUND,12,Van Ness/Eddy,NA,NA,NA,1
MUN90O,90,OUTBOUND,13,Van Ness/Mc Allister,NA,NA,NA,1
MUN90O,90,OUTBOUND,14,Van Ness/Grove,NA,NA,NA,1
MUN90O,90,OUTBOUND,15,Oak/Van Ness,NA,NA,NA,1
MUN90O,90,OUTBOUND,18,Folsom/11th,NA,NA,NA,1
MUN90O,90,OUTBOUND,19,11th/Harrison,NA,NA,NA,1
MUN90O,90,OUTBOUND,20,Bryant/11th/Division/13th,NA,NA,NA,1
MUN90O,90,OUTBOUND,21,Alameda/Potrero,NA,NA,NA,1
MUN90O,90,OUTBOUND,22,Potrero/16th,NA,NA,NA,1
MUN90O,90,OUTBOUND,24,Potrero/18th,NA,NA,NA,1
MUN90O,90,OUTBOUND,25,20th/Potrero,NA,NA,NA,1
MUN90O,90,OUTBOUND,27,22nd/Potrero,NA,NA,NA,1
MUN90O,90,OUTBOUND,29,24th/Potrero,NA,NA,NA,1
MUN90O,90,OUTBOUND,30,Potrero/Army St On-ramp/25th,NA,NA,NA,1
MUN90O,90,OUTBOUND,31,Costa/Bayshore,NA,NA,NA,1
MUN90O,90,OUTBOUND,32,Oakdale/Bayshore,NA,NA,NA,1
MUN90O,90,OUTBOUND,33,Cosgrove/Bayshore,NA,NA,NA,1
MUN90O,90,OUTBOUND,34,Cortland/Bayshore,NA,NA,NA,1
MUN90O,90,OUTBOUND,35,Industrial St On-ram/Industrial/Bayshore,NA,NA,NA,1
MUN90O,90,OUTBOUND,36,Boutwell/Augusta/Bayshore,NA,NA,NA,1
MUN90O,90,OUTBOUND,37,Silver/Bayshore,NA,NA,NA,1
MUN90O,90,OUTBOUND,38,San Bruno/Silver,NA,NA,NA,1
MUN90O,90,OUTBOUND,39,Felton/San Bruno,NA,NA,NA,1
MUN90O,90,OUTBOUND,40,Bacon/San Bruno,NA,NA,NA,1
MUN90O,90,OUTBOUND,41,San Bruno/Woolsey,NA,NA,NA,1
MUN90O,90,OUTBOUND,42,San Bruno/Dwight,NA,NA,NA,1
MUN90O,90,OUTBOUND,43,San Bruno/Mansell,NA,NA,NA,1
MUN90O,90,OUTBOUND,44,San Bruno,NA,NA,NA,1
MUN90O,90,OUTBOUND,45,San Bruno/Wilde,NA,NA,NA,1
MUN90O,90,OUTBOUND,48,Arleta/San Bruno/Bayshore,Bayshore & Arleta,1,End,1
MUN91I,91,INBOUND,0,Ulloa/West Portal,NA,NA,NA,Missing
MUN91I,91,INBOUND,6,Westgate/Cerritos/Ocean,NA,NA,NA,Missing
MUN91I,91,INBOUND,7,Ocean/Victoria,NA,NA,NA,Missing
MUN91I,91,INBOUND,14,Delano/Geneva,NA,NA,NA,Missing
MUN91I,91,INBOUND,16,Mission/Geneva,NA,NA,NA,Missing
MUN91I,91,INBOUND,19,Naples/Geneva,NA,NA,NA,Missing
MUN91I,91,INBOUND,25,Santos/Velasco,NA,NA,NA,Missing
MUN91I,91,INBOUND,26,Santos/Brookdale,NA,NA,NA,Missing
MUN91I,91,INBOUND,35,Blanken/Bayshore,NA,NA,NA,Missing
MUN91I,91,INBOUND,38,3rd/Le Conte,NA,NA,NA,Missing
MUN91I,91,INBOUND,39,3rd/Fitzgerald,NA,NA,NA,Missing
MUN91I,91,INBOUND,40,3rd/Carroll,NA,NA,NA,Missing
MUN91I,91,INBOUND,41,3rd/Williams/Van Dyke,NA,NA,NA,Missing
MUN91I,91,INBOUND,42,3rd/Bayview/Revere,NA,NA,NA,Missing
MUN91I,91,INBOUND,43,3rd/Mendell/Palou,NA,NA,NA,Missing
MUN91I,91,INBOUND,44,3rd/La Salle,NA,NA,NA,Missing
MUN91I,91,INBOUND,45,3rd/Hudson,NA,NA,NA,Missing
MUN91I,91,INBOUND,46,3rd/Evans,NA,NA,NA,Missing
MUN91I,91,INBOUND,47,Evans/Mendell,NA,NA,NA,Missing
MUN91I,91,INBOUND,48,Mendell/Newhall,NA,NA,NA,Missing
MUN91I,91,INBOUND,49,Mendell/Cargo,NA,NA,NA,Missing
MUN91I,91,INBOUND,50,3rd/Marin,NA,NA,NA,Missing
MUN91I,91,INBOUND,51,3rd/23rd,NA,NA,NA,Missing
MUN91I,91,INBOUND,52,3rd/20th,NA,NA,NA,Missing
MUN91I,91,INBOUND,54,3rd/Gene Friend,NA,NA,NA,Missing
MUN91I,91,INBOUND,55,3rd/Mission Rock,NA,NA,NA,Missing
MUN91I,91,INBOUND,56,Townsend/4th,NA,NA,NA,Missing
MUN91I,91,INBOUND,57,Brannan/3rd,NA,NA,NA,Missing
MUN91I,91,INBOUND,58,3rd/Perry,NA,NA,NA,Missing
MUN91I,91,INBOUND,59,3rd/Folsom,NA,NA,NA,Missing
MUN91I,91,INBOUND,60,3rd/Howard,NA,NA,NA,Missing
MUN91I,91,INBOUND,61,3rd/Stevenson,NA,NA,NA,Missing
MUN91I,91,INBOUND,62,Geary/Kearny,NA,NA,NA,Missing
MUN91I,91,INBOUND,63,Kearny/Sutter,NA,NA,NA,Missing
MUN91I,91,INBOUND,64,Stockton Tunnel/Stockton/Sutter,NA,NA,NA,Missing
MUN91I,91,INBOUND,65,Stockton/Clay,NA,NA,NA,Missing
MUN91I,91,INBOUND,66,Stockton/Pacific,NA,NA,NA,Missing
MUN91I,91,INBOUND,67,Stockton/Columbus/Green,NA,NA,NA,Missing
MUN91I,91,INBOUND,68,Columbus/Union,NA,NA,NA,Missing
MUN91I,91,INBOUND,69,Mason/Columbus,NA,NA,NA,Missing
MUN91I,91,INBOUND,70,Columbus/Chestnut/Taylor,NA,NA,NA,Missing
MUN91I,91,INBOUND,71,Columbus/Francisco,NA,NA,NA,Missing
MUN91I,91,INBOUND,72,North Point/Columbus,NA,NA,NA,Missing
MUN91I,91,INBOUND,73,Hyde/North Point,NA,NA,NA,Missing
MUN91I,91,INBOUND,75,North Point/Polk,NA,NA,NA,Missing
MUN91I,91,INBOUND,76,North Point/Van Ness,NA,NA,NA,Missing
MUN91I,91,INBOUND,77,Van Ness/Chestnut,NA,NA,NA,Missing
MUN91I,91,INBOUND,78,Lombard/Laguna,NA,NA,NA,Missing
MUN91I,91,INBOUND,79,Lombard/Fillmore,NA,NA,NA,Missing
MUN91I,91,INBOUND,80,Lombard/Pierce,NA,NA,NA,Missing
MUN91I,91,INBOUND,81,Divisadero/Lombard,NA,NA,NA,Missing
MUN91I,91,INBOUND,82,Hwy 101 N On-ramp/Richardson/Hwy 101 S Off-ramp/Francisco,NA,NA,NA,Missing
MUN91I,91,INBOUND,83,California/Park Presidio,NA,NA,NA,Missing
MUN91I,91,INBOUND,84,Geary/Park Presidio,NA,NA,NA,Missing
MUN91I,91,INBOUND,85,Balboa/Park Presidio,NA,NA,NA,Missing
MUN91I,91,INBOUND,86,Park Presidio/Park Presidio Bypass/Fulton,NA,NA,NA,Missing
MUN91I,91,INBOUND,87,Lincoln/19th,NA,NA,NA,Missing
MUN91I,91,INBOUND,88,19th/Irving,NA,NA,NA,Missing
MUN91I,91,INBOUND,89,19th/Judah,NA,NA,NA,Missing
MUN91I,91,INBOUND,90,19th/Kirkham,NA,NA,NA,Missing
MUN91I,91,INBOUND,91,19th/Lawton,NA,NA,NA,Missing
MUN91I,91,INBOUND,92,Moraga/19th,NA,NA,NA,Missing
MUN91I,91,INBOUND,93,19th/Noriega,NA,NA,NA,Missing
MUN91I,91,INBOUND,94,19th/Ortega,NA,NA,NA,Missing
MUN91I,91,INBOUND,95,Pacheco/19th,NA,NA,NA,Missing
MUN91I,91,INBOUND,96,Quintara/19th,NA,NA,NA,Missing
MUN91I,91,INBOUND,97,19th/Rivera,NA,NA,NA,Missing
MUN91I,91,INBOUND,98,19th/Santiago,NA,NA,NA,Missing
MUN91I,91,INBOUND,99,Taraval/19th,NA,NA,NA,Missing
MUN91I,91,INBOUND,100,Ulloa/19th,NA,NA,NA,Missing
MUN91I,91,INBOUND,101,19th/Vicente,NA,NA,NA,Missing
MUN91I,91,INBOUND,102,Wawona/19th,NA,NA,NA,Missing
MUN91I,91,INBOUND,103,19th/Sloat,NA,NA,NA,Missing
MUN91I,91,INBOUND,104,Ocean/19th,NA,NA,NA,Missing
