champ_name,apc_route,apc_direction,stop_sequence,stop_location,match_location,segment_number,start_or_end,updated_segment_number
MUN43I,43,INBOUND,34,Yerba Buena/Miraloma/Ravenwood,NA,NA,NA,Missing
MUN43I,43,INBOUND,35,Miraloma,NA,NA,NA,Missing
MUN43I,43,INBOUND,37,Marne/Miraloma,NA,NA,NA,Missing
MUN43I,43,INBOUND,38,Portola/Rex,NA,NA,NA,Missing
MUN43I,43,INBOUND,39,Portola/Delsur,NA,NA,NA,Missing
MUN43I,43,INBOUND,40,Ulloa/Rockaway/Laguna Honda,NA,NA,NA,Missing
MUN43I,43,INBOUND,41,Idora/Laguna Honda,NA,NA,NA,Missing
MUN43I,43,INBOUND,42,Balceta/Laguna Honda,NA,NA,NA,Missing
MUN43I,43,INBOUND,43,Dewey/Laguna Honda,NA,NA,NA,Missing
MUN43I,43,INBOUND,44,Laguna Honda/Hospital,NA,NA,NA,Missing
MUN43I,43,INBOUND,45,Clarendon/Laguna Honda,NA,NA,NA,Missing
MUN43I,43,INBOUND,46,7th,NA,NA,NA,Missing
MUN43I,43,INBOUND,47,7th/Lawton,NA,NA,NA,Missing
MUN43I,43,INBOUND,48,Lawton/9th,NA,NA,NA,Missing
MUN43I,43,INBOUND,49,Kirkham/9th,NA,NA,NA,Missing
MUN43I,43,INBOUND,50,Judah/9th,Judah & 9th,2,End,2
MUN43I,43,INBOUND,51,7th/Judah,Judah & 7th,3,Start,3
MUN43I,43,INBOUND,52,5th/Parnassus/Judah,NA,NA,NA,3
MUN43I,43,INBOUND,53,Parnassus/4th,NA,NA,NA,3
MUN43I,43,INBOUND,54,Parnassus/2nd,NA,NA,NA,3
MUN43I,43,INBOUND,55,Parnassus/Hillway,NA,NA,NA,3
MUN43I,43,INBOUND,56,Parnassus/Willard,NA,NA,NA,3
MUN43I,43,INBOUND,59,Parnassus/Cole,NA,NA,NA,3
MUN43I,43,INBOUND,60,Carl/Cole,NA,NA,NA,3
MUN43I,43,INBOUND,62,Cole/Haight,NA,NA,NA,3
MUN43I,43,INBOUND,63,Clayton/Haight,NA,NA,NA,3
MUN43I,43,INBOUND,64,Masonic/Haight,NA,NA,NA,3
MUN43I,43,INBOUND,65,Oak/Masonic,Masonic & Oak,3,End,3
MUN43I,43,INBOUND,66,Hayes/Masonic,Masonic & Hayes,4,Start,4
MUN43I,43,INBOUND,67,Masonic/Fulton,NA,NA,NA,4
MUN43I,43,INBOUND,68,Masonic/Golden Gate,NA,NA,NA,4
MUN43I,43,INBOUND,69,Turk/Masonic,NA,NA,NA,4
MUN43I,43,INBOUND,70,Geary/Masonic,NA,NA,NA,4
MUN43I,43,INBOUND,71,Geary/Presidio,NA,NA,NA,4
MUN43I,43,INBOUND,72,Sutter/Presidio,NA,NA,NA,4
MUN43I,43,INBOUND,73,Masonic/Pine/Presidio,NA,NA,NA,4
MUN43I,43,INBOUND,74,California/Presidio,NA,NA,NA,4
MUN43I,43,INBOUND,75,Presidio/Clay,NA,NA,NA,4
MUN43I,43,INBOUND,76,Jackson/Presidio,NA,NA,NA,4
MUN43I,43,INBOUND,77,Presidio,NA,NA,NA,4
MUN43I,43,INBOUND,78,Letterman,NA,NA,NA,4
MUN43I,43,INBOUND,79,Letterman,NA,NA,NA,4
MUN43I,43,INBOUND,80,Lyon/Lombard,NA,NA,NA,4
MUN43I,43,INBOUND,81,Richardson/Lombard,NA,NA,NA,4
MUN43I,43,INBOUND,82,Divisadero/Lombard,NA,NA,NA,4
MUN43I,43,INBOUND,83,Lombard/Pierce,NA,NA,NA,4
MUN43I,43,INBOUND,84,Lombard/Fillmore,NA,NA,NA,4
MUN43I,43,INBOUND,85,Chestnut/Webster,NA,NA,NA,4
MUN43I,43,INBOUND,86,Chestnut/Fillmore,Chestnut & Fillmore,4,End,4
MUN43O,43,OUTBOUND,0,Chestnut/Fillmore,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,2,Divisadero/Lombard,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,4,Letterman,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,5,Lincoln/Presidio/Letterman,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,6,Presidio,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,7,Jackson/Presidio,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,8,Presidio/Clay,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,9,California/Presidio,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,10,Masonic/Pine/Presidio,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,11,Sutter/Presidio,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,12,Geary/Presidio,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,13,Geary/Masonic,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,14,Turk/Masonic,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,15,Masonic/Golden Gate,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,16,Masonic/Fulton,NA,NA,NA,Missing
MUN43O,43,OUTBOUND,17,Hayes/Masonic,Masonic & Hayes,4,Start,4
MUN43O,43,OUTBOUND,18,Oak/Masonic,Masonic & Oak,3,End,3
MUN43O,43,OUTBOUND,19,Masonic/Haight,NA,NA,NA,3
MUN43O,43,OUTBOUND,20,Clayton/Haight,NA,NA,NA,3
MUN43O,43,OUTBOUND,21,Cole/Haight,NA,NA,NA,3
MUN43O,43,OUTBOUND,22,Cole/Frederick,NA,NA,NA,3
MUN43O,43,OUTBOUND,23,Carl/Cole,NA,NA,NA,3
MUN43O,43,OUTBOUND,24,Parnassus/Cole,NA,NA,NA,3
MUN43O,43,OUTBOUND,25,Shrader/Parnassus,NA,NA,NA,3
MUN43O,43,OUTBOUND,26,Stanyan/Parnassus,NA,NA,NA,3
MUN43O,43,OUTBOUND,27,Parnassus/Willard,NA,NA,NA,3
MUN43O,43,OUTBOUND,28,Parnassus/Hillway,NA,NA,NA,3
MUN43O,43,OUTBOUND,29,Parnassus/2nd,NA,NA,NA,3
MUN43O,43,OUTBOUND,30,Parnassus/4th,NA,NA,NA,3
MUN43O,43,OUTBOUND,31,6th/Judah,NA,NA,NA,3
MUN43O,43,OUTBOUND,32,7th/Judah,Judah & 7th,3,Start,3
MUN43O,43,OUTBOUND,33,Judah/9th,Judah & 9th,2,End,2
MUN43O,43,OUTBOUND,34,Kirkham/9th,NA,NA,NA,2
MUN43O,43,OUTBOUND,35,Lawton/9th,NA,NA,NA,2
MUN43O,43,OUTBOUND,36,7th/Lawton,NA,NA,NA,2
MUN43O,43,OUTBOUND,37,7th,NA,NA,NA,2
MUN43O,43,OUTBOUND,38,7th/Laguna Honda,NA,NA,NA,2
MUN43O,43,OUTBOUND,39,Clarendon/Laguna Honda,NA,NA,NA,2
MUN43O,43,OUTBOUND,40,Laguna Honda/Hospital,NA,NA,NA,2
MUN43O,43,OUTBOUND,42,Balceta/Laguna Honda,NA,NA,NA,2
MUN43O,43,OUTBOUND,43,Idora/Laguna Honda,NA,NA,NA,2
MUN43O,43,OUTBOUND,44,Portola/Laguna Honda,NA,NA,NA,2
MUN43O,43,OUTBOUND,45,Waithman/Portola,NA,NA,NA,2
MUN43O,43,OUTBOUND,46,Marne/Miraloma,NA,NA,NA,2
MUN43O,43,OUTBOUND,48,Miraloma,NA,NA,NA,2
MUN43O,43,OUTBOUND,49,Yerba Buena/Miraloma/Ravenwood,NA,NA,NA,2
MUN43O,43,OUTBOUND,50,Casitas/Hazelwood/Yerba Buena,NA,NA,NA,2
MUN43O,43,OUTBOUND,52,Plymouth/Yerba Buena/Saint Elmo,NA,NA,NA,2
MUN43O,43,OUTBOUND,54,Plymouth/Unnamed Number 006/Monterey,NA,NA,NA,2
MUN43O,43,OUTBOUND,55,Monterey/Valdez,NA,NA,NA,2
MUN43O,43,OUTBOUND,57,Gennessee/Monterey,NA,NA,NA,2
MUN43O,43,OUTBOUND,58,Gennessee/Flood,NA,NA,NA,2
MUN43O,43,OUTBOUND,61,Unnamed Number 085,NA,NA,NA,2
MUN43O,43,OUTBOUND,62,Unnamed Number 085,NA,NA,NA,2
MUN43O,43,OUTBOUND,63,Phelan/Ocean/Geneva,NA,NA,NA,2
MUN43O,43,OUTBOUND,64,Geneva/Howth,NA,NA,NA,2
MUN43O,43,OUTBOUND,65,San Jose/Geneva,NA,NA,NA,2
MUN43O,43,OUTBOUND,66,Delano/Geneva,NA,NA,NA,2
MUN43O,43,OUTBOUND,67,Cayuga/Geneva,NA,NA,NA,2
MUN43O,43,OUTBOUND,68,Mission/Geneva,NA,NA,NA,2
MUN43O,43,OUTBOUND,69,Geneva/Paris,NA,NA,NA,2
MUN43O,43,OUTBOUND,70,Madrid/Geneva,NA,NA,NA,2
MUN43O,43,OUTBOUND,71,Naples/Geneva,NA,NA,NA,2
MUN43O,43,OUTBOUND,72,Naples/Rolph,NA,NA,NA,2
MUN43O,43,OUTBOUND,73,Naples/Newton,NA,NA,NA,2
MUN43O,43,OUTBOUND,74,Curtis,NA,NA,NA,2
MUN43O,43,OUTBOUND,75,Curtis/Prague,NA,NA,NA,2
MUN43O,43,OUTBOUND,77,Prague/Cordova,NA,NA,NA,2
MUN43O,43,OUTBOUND,81,Chicago/South Hill,NA,NA,NA,2
MUN43O,43,OUTBOUND,84,Munich/Geneva,Munich & Geneva,1,Start,1
MUN44I,44,INBOUND,0,3rd/Evans,NA,NA,NA,Missing
MUN44I,44,INBOUND,1,Evans/Mendell,NA,NA,NA,Missing
MUN44I,44,INBOUND,2,Evans/Keith/Mendell,NA,NA,NA,Missing
MUN44I,44,INBOUND,5,West Point/Middle Point,NA,NA,NA,Missing
MUN44I,44,INBOUND,6,West Point/Middle Point,NA,NA,NA,Missing
MUN44I,44,INBOUND,8,Hudson/Ingalls,NA,NA,NA,Missing
MUN44I,44,INBOUND,9,Whitney Young/Hudson,NA,NA,NA,Missing
MUN44I,44,INBOUND,10,Whitney Young/Progress,NA,NA,NA,Missing
MUN44I,44,INBOUND,11,Newcomb/La Salle,NA,NA,NA,Missing
MUN44I,44,INBOUND,14,Keith/Palou,NA,NA,NA,Missing
MUN44I,44,INBOUND,15,Lane/Palou,NA,NA,NA,Missing
MUN44I,44,INBOUND,16,3rd/Mendell/Palou,NA,NA,NA,Missing
MUN44I,44,INBOUND,17,Palou/Newhall,NA,NA,NA,Missing
MUN44I,44,INBOUND,18,Phelps/Palou,NA,NA,NA,Missing
MUN44I,44,INBOUND,19,Silver/Palou/Quint,NA,NA,NA,Missing
MUN44I,44,INBOUND,20,Revere/Silver,NA,NA,NA,Missing
MUN44I,44,INBOUND,22,Scotia/Silver/Augusta,NA,NA,NA,Missing
MUN44I,44,INBOUND,23,Charter Oak/Silver,NA,NA,NA,Missing
MUN44I,44,INBOUND,24,San Bruno/Silver,NA,NA,NA,Missing
MUN44I,44,INBOUND,25,Merrill/Silver,NA,NA,NA,Missing
MUN44I,44,INBOUND,26,Holyoke/Silver/Boylston,NA,NA,NA,Missing
MUN44I,44,INBOUND,27,Dartmouth/Silver,NA,NA,NA,Missing
MUN44I,44,INBOUND,28,Princeton/Silver,NA,NA,NA,Missing
MUN44I,44,INBOUND,29,Cambridge/Silver,NA,NA,NA,Missing
MUN44I,44,INBOUND,30,Silver/Gambier,NA,NA,NA,Missing
MUN44I,44,INBOUND,31,Silver/Congdon,NA,NA,NA,Missing
MUN44I,44,INBOUND,32,Silver/Lisbon,NA,NA,NA,Missing
MUN44I,44,INBOUND,33,Silver/Mission,NA,NA,NA,Missing
MUN44I,44,INBOUND,34,Silver/Alemany,NA,NA,NA,Missing
MUN44I,44,INBOUND,35,Cayuga/Rousseau,NA,NA,NA,Missing
MUN44I,44,INBOUND,36,Bosworth/Still/Lyell,NA,NA,NA,Missing
MUN44I,44,INBOUND,37,Bosworth/Diamond,Bosworth & Diamond,2,End,2
MUN44I,44,INBOUND,38,Bosworth/Lippard,NA,NA,NA,2
MUN44I,44,INBOUND,39,Congo/Bosworth/Elk,NA,NA,NA,2
MUN44I,44,INBOUND,41,O Shaughnessy/Del Vale,NA,NA,NA,2
MUN44I,44,INBOUND,42,O Shaughnessy/Woodside/Portola,NA,NA,NA,2
MUN44I,44,INBOUND,43,Woodside/Ulloa,NA,NA,NA,2
MUN44I,44,INBOUND,44,Hernandez/Woodside,NA,NA,NA,2
MUN44I,44,INBOUND,45,Dewey/Laguna Honda,NA,NA,NA,2
MUN44I,44,INBOUND,46,Laguna Honda/Hospital,NA,NA,NA,2
MUN44I,44,INBOUND,47,Clarendon/Laguna Honda,NA,NA,NA,2
MUN44I,44,INBOUND,48,7th,NA,NA,NA,2
MUN44I,44,INBOUND,49,7th/Lawton,NA,NA,NA,2
MUN44I,44,INBOUND,50,Lawton/9th,NA,NA,NA,2
MUN44I,44,INBOUND,51,Kirkham/9th,NA,NA,NA,2
MUN44I,44,INBOUND,52,Judah/9th,NA,NA,NA,2
MUN44I,44,INBOUND,53,Irving/9th,NA,NA,NA,2
MUN44I,44,INBOUND,54,Lincoln/9th,NA,NA,NA,2
MUN44I,44,INBOUND,55,Unnamed Number 136/Unnamed Number 135/Concourse,NA,NA,NA,2
MUN44I,44,INBOUND,56,8th/Fulton,NA,NA,NA,2
MUN44I,44,INBOUND,57,Cabrillo/7th,NA,NA,NA,2
MUN44I,44,INBOUND,58,6th/Balboa,NA,NA,NA,2
MUN44I,44,INBOUND,59,6th/Geary,NA,NA,NA,2
MUN44I,44,INBOUND,60,6th/Clement,NA,NA,NA,2
MUN44I,44,INBOUND,61,Clement/7th,NA,NA,NA,2
MUN44I,44,INBOUND,62,California/7th/Cornwall,California & 7th,1,Start,1
MUN44O,44,OUTBOUND,0,California/7th/Cornwall,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,1,6th/Clement,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,2,6th/Geary,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,3,6th/Balboa,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,4,Cabrillo/7th,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,5,8th/Fulton,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,6,South Tea Garden/Concourse,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,7,Lincoln/9th,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,8,Irving/9th,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,9,Judah/9th,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,10,Kirkham/9th,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,11,Lawton/9th,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,12,7th/Lawton,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,15,Clarendon/Laguna Honda,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,16,Laguna Honda/Hospital,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,17,Woodside/Balceta,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,18,Hernandez/Woodside,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,20,O Shaughnessy/Woodside/Portola,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,21,O Shaughnessy/Del Vale,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,23,Congo/Bosworth/Elk,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,24,Bosworth/Lippard,NA,NA,NA,Missing
MUN44O,44,OUTBOUND,25,Bosworth/Diamond,Bosworth & Diamond,2,End,2
MUN44O,44,OUTBOUND,26,Alemany/Lyell,NA,NA,NA,2
MUN44O,44,OUTBOUND,27,Silver/Alemany,NA,NA,NA,2
MUN44O,44,OUTBOUND,28,Silver/Mission,NA,NA,NA,2
MUN44O,44,OUTBOUND,29,Silver/Lisbon,NA,NA,NA,2
MUN44O,44,OUTBOUND,30,Silver/Congdon,NA,NA,NA,2
MUN44O,44,OUTBOUND,31,Silver/Gambier,NA,NA,NA,2
MUN44O,44,OUTBOUND,32,Cambridge/Silver,NA,NA,NA,2
MUN44O,44,OUTBOUND,33,Princeton/Silver,NA,NA,NA,2
MUN44O,44,OUTBOUND,34,Dartmouth/Silver,NA,NA,NA,2
MUN44O,44,OUTBOUND,35,Holyoke/Silver/Boylston,NA,NA,NA,2
MUN44O,44,OUTBOUND,36,Merrill/Silver,NA,NA,NA,2
MUN44O,44,OUTBOUND,37,San Bruno/Silver,NA,NA,NA,2
MUN44O,44,OUTBOUND,38,Silver/Bayshore,Silver & Bayshore,4,Start,4
MUN44O,44,OUTBOUND,39,Silver/Santa Fe,NA,NA,NA,4
MUN44O,44,OUTBOUND,40,Revere/Silver,NA,NA,NA,4
MUN44O,44,OUTBOUND,41,Silver/Palou/Quint,NA,NA,NA,4
MUN44O,44,OUTBOUND,42,Phelps/Palou,NA,NA,NA,4
MUN44O,44,OUTBOUND,43,Palou/Newhall,NA,NA,NA,4
MUN44O,44,OUTBOUND,44,3rd/Mendell/Palou,NA,NA,NA,4
MUN44O,44,OUTBOUND,45,Lane/Palou,NA,NA,NA,4
MUN44O,44,OUTBOUND,46,Keith/Palou,NA,NA,NA,4
MUN44O,44,OUTBOUND,49,Newcomb/La Salle,NA,NA,NA,4
MUN44O,44,OUTBOUND,51,Whitney Young/Hudson,NA,NA,NA,4
MUN44O,44,OUTBOUND,52,Hudson/Ingalls,NA,NA,NA,4
MUN44O,44,OUTBOUND,54,Hare/Middle Point,NA,NA,NA,4
MUN44O,44,OUTBOUND,55,West Point/Middle Point,NA,NA,NA,4
MUN44O,44,OUTBOUND,56,West Point/Middle Point,NA,NA,NA,4
MUN44O,44,OUTBOUND,57,Evans/Keith,NA,NA,NA,4
MUN44O,44,OUTBOUND,58,Evans/Keith/Mendell,NA,NA,NA,4
MUN44O,44,OUTBOUND,59,Evans/Mendell,NA,NA,NA,4
MUN44O,44,OUTBOUND,60,Fairfax/Newhall,NA,NA,NA,4
MUN44O,44,OUTBOUND,61,3rd/Evans,NA,NA,NA,4
MUN45I,45,INBOUND,0,Lyon/Greenwich,NA,NA,NA,Missing
MUN45I,45,INBOUND,2,Baker/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,3,Divisadero/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,4,Union/Pierce,NA,NA,NA,Missing
MUN45I,45,INBOUND,5,Union/Fillmore,NA,NA,NA,Missing
MUN45I,45,INBOUND,6,Buchanan/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,7,Laguna/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,8,Gough/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,9,Van Ness/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,10,Polk/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,11,Larkin/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,12,Hyde/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,14,Jones/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,15,Union/Taylor,NA,NA,NA,Missing
MUN45I,45,INBOUND,16,Mason/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,17,Columbus/Union,NA,NA,NA,Missing
MUN45I,45,INBOUND,18,Stockton/Columbus/Green,NA,NA,NA,Missing
MUN45I,45,INBOUND,19,Stockton/Pacific,NA,NA,NA,Missing
MUN45I,45,INBOUND,20,Washington/Stockton,NA,NA,NA,Missing
MUN45I,45,INBOUND,21,Stockton Tunnel/Stockton/Sacramento,NA,NA,NA,Missing
MUN45I,45,INBOUND,22,Stockton Tunnel/Stockton/Sutter,Stockton & Sutter,2,Start,2
MUN45I,45,INBOUND,23,Geary/Stockton,Stockton & Clay,1,End,1
MUN45I,45,INBOUND,24,Stockton/4th/Market/Ellis,NA,NA,NA,1
MUN45I,45,INBOUND,25,Mission/4th,NA,NA,NA,1
MUN45I,45,INBOUND,26,4th/Howard,NA,NA,NA,1
MUN45I,45,INBOUND,27,Folsom/4th,NA,NA,NA,1
MUN45I,45,INBOUND,28,Brannan/5th,NA,NA,NA,1
MUN45I,45,INBOUND,29,Townsend/4th,Townsend & 4th,2,End,2
MUN45O,45,OUTBOUND,0,Townsend/4th,NA,NA,NA,Missing
MUN45O,45,OUTBOUND,1,Brannan/3rd,NA,NA,NA,Missing
MUN45O,45,OUTBOUND,2,3rd/Perry,NA,NA,NA,Missing
MUN45O,45,OUTBOUND,3,3rd/Folsom,NA,NA,NA,Missing
MUN45O,45,OUTBOUND,4,3rd/Howard,NA,NA,NA,Missing
MUN45O,45,OUTBOUND,5,3rd/Stevenson,NA,NA,NA,Missing
MUN45O,45,OUTBOUND,6,Geary/Kearny,NA,NA,NA,Missing
MUN45O,45,OUTBOUND,7,Kearny/Sutter,NA,NA,NA,Missing
MUN45O,45,OUTBOUND,8,Stockton Tunnel/Stockton/Sutter,Stockton & Sutter,2,Start,2
MUN45O,45,OUTBOUND,9,Stockton/Clay,Stockton & Clay,1,End,1
MUN45O,45,OUTBOUND,10,Stockton/Pacific,NA,NA,NA,1
MUN45O,45,OUTBOUND,11,Stockton/Columbus/Green,NA,NA,NA,1
MUN45O,45,OUTBOUND,12,Columbus/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,13,Mason/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,14,Union/Taylor,NA,NA,NA,1
MUN45O,45,OUTBOUND,15,Jones/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,16,Leavenworth/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,17,Hyde/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,18,Larkin/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,19,Polk/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,20,Van Ness/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,21,Gough/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,22,Laguna/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,23,Buchanan/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,24,Union/Fillmore,NA,NA,NA,1
MUN45O,45,OUTBOUND,25,Union/Pierce,NA,NA,NA,1
MUN45O,45,OUTBOUND,26,Divisadero/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,27,Baker/Union,NA,NA,NA,1
MUN45O,45,OUTBOUND,28,Baker/Greenwich,NA,NA,NA,1
MUN45O,45,OUTBOUND,29,Lyon/Greenwich,Lyon & Greenwich,1,Start,1
MUN47I,47,INBOUND,0,Townsend/4th,NA,NA,NA,Missing
MUN47I,47,INBOUND,1,5th/Townsend,4th & Townsend,1,Start,1
MUN47I,47,INBOUND,2,Brannan/5th,NA,NA,NA,1
MUN47I,47,INBOUND,3,5th/Harrison/I-80 W Off-ramp,NA,NA,NA,1
MUN47I,47,INBOUND,4,6th/Harrison,NA,NA,NA,1
MUN47I,47,INBOUND,5,7th/Harrison,NA,NA,NA,1
MUN47I,47,INBOUND,6,8th/Harrison/I-80 W Off-ramp,NA,NA,NA,1
MUN47I,47,INBOUND,7,Harrison/9th,NA,NA,NA,1
MUN47I,47,INBOUND,8,11th/Harrison,NA,NA,NA,1
MUN47I,47,INBOUND,9,Folsom/11th,NA,NA,NA,1
MUN47I,47,INBOUND,10,11th/Howard,NA,NA,NA,1
MUN47I,47,INBOUND,11,Mission/11th,NA,NA,NA,1
MUN47I,47,INBOUND,12,12th/Mission/Otis/South Van Ness,NA,NA,NA,1
MUN47I,47,INBOUND,13,Market/Van Ness,Van Ness & Market,1,End,1
MUN47I,47,INBOUND,14,Van Ness/Grove,Van Ness & Grove,2,Start,2
MUN47I,47,INBOUND,15,Van Ness/Mc Allister,NA,NA,NA,2
MUN47I,47,INBOUND,16,Turk/Van Ness,NA,NA,NA,2
MUN47I,47,INBOUND,17,Van Ness/Eddy,NA,NA,NA,2
MUN47I,47,INBOUND,18,Van Ness/O Farrell,NA,NA,NA,2
MUN47I,47,INBOUND,19,Van Ness/Post,NA,NA,NA,2
MUN47I,47,INBOUND,20,Van Ness/Sutter,NA,NA,NA,2
MUN47I,47,INBOUND,21,Van Ness/California,NA,NA,NA,2
MUN47I,47,INBOUND,22,Van Ness/Clay,NA,NA,NA,2
MUN47I,47,INBOUND,23,Van Ness/Jackson,NA,NA,NA,2
MUN47I,47,INBOUND,24,Van Ness/Broadway,NA,NA,NA,2
MUN47I,47,INBOUND,25,Van Ness/Union,NA,NA,NA,2
MUN47I,47,INBOUND,26,Greenwich/Van Ness,NA,NA,NA,2
MUN47I,47,INBOUND,27,Van Ness/Chestnut,NA,NA,NA,2
MUN47I,47,INBOUND,28,Van Ness/Francisco,NA,NA,NA,2
MUN47I,47,INBOUND,29,North Point/Van Ness,NA,NA,NA,2
MUN47I,47,INBOUND,30,North Point/Polk,NA,NA,NA,2
MUN47I,47,INBOUND,31,North Point/Larkin,NA,NA,NA,2
MUN47I,47,INBOUND,32,Hyde/North Point,NA,NA,NA,2
MUN47I,47,INBOUND,33,North Point/Jones,NA,NA,NA,2
MUN47I,47,INBOUND,34,North Point/Mason,NA,NA,NA,2
MUN47I,47,INBOUND,35,Powell/Beach,Powell & Beach,2,End,2
MUN47O,47,OUTBOUND,0,Powell/Beach,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,1,North Point/Mason,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,2,North Point/Jones,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,3,Hyde/North Point,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,4,North Point/Larkin,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,5,North Point/Polk,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,6,North Point/Van Ness,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,7,Van Ness/Chestnut,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,8,Greenwich/Van Ness,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,9,Van Ness/Union,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,10,Vallejo/Van Ness,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,11,Van Ness/Pacific,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,12,Van Ness/Jackson,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,13,Van Ness/Sacramento,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,14,Van Ness/Pine,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,15,Van Ness/Sutter,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,16,Geary/Van Ness,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,17,Van Ness/O Farrell,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,18,Van Ness/Eddy,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,19,Van Ness/Mc Allister,NA,NA,NA,Missing
MUN47O,47,OUTBOUND,20,Van Ness/Grove,Van Ness & Grove,2,Start,2
MUN47O,47,OUTBOUND,21,Oak/Van Ness,NA,NA,NA,2
MUN47O,47,OUTBOUND,22,Mission/11th,NA,NA,NA,2
MUN47O,47,OUTBOUND,23,11th/Howard,NA,NA,NA,2
MUN47O,47,OUTBOUND,24,Folsom/11th,NA,NA,NA,2
MUN47O,47,OUTBOUND,25,11th/Harrison,NA,NA,NA,2
MUN47O,47,OUTBOUND,26,Bryant/11th/Division/13th,NA,NA,NA,2
MUN47O,47,OUTBOUND,27,Hwy 101 N Off-ramp/Bryant/9th,NA,NA,NA,2
MUN47O,47,OUTBOUND,28,Bryant/8th,NA,NA,NA,2
MUN47O,47,OUTBOUND,29,Bryant/I-80 E Off-ramp/7th,NA,NA,NA,2
MUN47O,47,OUTBOUND,30,6th/Bryant,NA,NA,NA,2
MUN47O,47,OUTBOUND,31,Bryant/I-80 E On-ramp/5th,NA,NA,NA,2
